"","rowid","X","chosenDice","totalWin","state","stateTime","MR","MG","isPurseFull_1","isPurseFull_2","VA","VB","chosenNet","chosenDevalued","rwd_devalued","winCurr","chosenRed","chosenGreen","prefT","vDiff","subject_nr","allTrialIndex","stateName","correctDice","correct"
"6883",6883,6883,1,0,8,4,1,1,0,0,0.00591503016810534,0.180685398387698,0.00106973438890789,0.00106973438890789,0,0,0.00106973438890789,2.56910793101762e-42,0,0,"13",739,"learning",2,0
"6884",6884,6884,2,1,8,5,1,1,0,0,0.00106973438890789,0.180685398387698,0.851826790435495,0.851826790435495,1,2,8.40429960329432e-44,0.851826790435495,0,0,"13",740,"learning",2,1
"6885",6885,6885,2,1,8,6,1,1,0,0,0.00106973438890789,0.851826790435495,0.973202845415617,0.973202845415617,1,2,1.5199192641157e-44,0.973202845415617,0,0,"13",741,"learning",2,1
"6886",6886,6886,2,1,8,7,1,1,0,0,0.00106973438890789,0.973202845415617,0.995153729233983,0.995153729233983,1,2,2.74877702899177e-45,0.995153729233983,0,0,"13",742,"learning",2,1
"6887",6887,6887,2,1,8,8,1,1,0,0,0.00106973438890789,0.995153729233983,0.999123550962712,0.999123550962712,1,2,4.97116875448567e-46,0.999123550962712,0,0,"13",743,"learning",2,1
"6888",6888,6888,1,1,8,9,1,1,0,0,0.00106973438890789,0.999123550962712,0.819343261678181,0.819343261678181,1,1,0.819343261678181,4.97023950254742e-46,0,0,"13",744,"learning",2,0
"6889",6889,6889,1,1,8,10,1,1,0,0,0.819343261678181,0.999123550962712,0.967328192743151,0.967328192743151,1,1,0.967328192743151,8.988688080836e-47,0,0,"13",745,"learning",2,0
"6890",6890,6890,1,0,8,11,1,1,0,0,0.967328192743151,0.999123550962712,0.174941497123237,0.174941497123237,0,0,0.174941497123237,1.62560603715681e-47,0,0,"13",746,"learning",2,0
"6891",6891,6891,2,1,8,12,1,1,0,0,0.174941497123237,0.999123550962712,0.999841494016317,0.999841494016317,1,2,2.94046142475546e-48,0.999841494016317,0,0,"13",747,"learning",2,1
"6892",6892,6892,2,1,8,13,1,1,0,0,0.174941497123237,0.999841494016317,0.99997133416115,0.99997133416115,1,2,5.3178303675931e-49,0.99997133416115,0,0,"13",748,"learning",2,1
"6893",6893,6893,2,1,8,14,1,1,0,0,0.174941497123237,0.99997133416115,0.999994815777311,0.999994815777311,1,2,9.61730685545286e-50,0.999994815777311,0,0,"13",749,"learning",2,1
"6894",6894,6894,2,1,8,15,1,1,0,0,0.174941497123237,0.999994815777311,0.99999906243229,0.99999906243229,1,2,1.73929186827002e-50,0.99999906243229,0,0,"13",750,"learning",2,1
"6895",6895,6895,2,1,8,16,1,1,0,0,0.174941497123237,0.99999906243229,0.999999830440692,0.999999830440692,1,2,3.14551282235007e-51,0.999999830440692,0,0,"13",751,"learning",2,1
"6896",6896,6896,1,0,8,17,1,1,0,0,0.174941497123237,0.999999830440692,0.0316382047430369,0.0316382047430369,0,0,0.0316382047430369,5.68760285775094e-52,0,0,"13",752,"learning",2,0
"6897",6897,6897,2,1,8,18,1,1,0,0,0.0316382047430369,0.999999830440692,0.999999969335165,0.999999969335165,1,2,5.68866623024574e-52,0.999999969335165,0,0,"13",753,"learning",2,1
"6898",6898,6898,2,1,9,1,1,1,0,0,0.0316382047430369,0.999999969335165,0.999999994454258,0.999999994454258,1,2,1.02879642547319e-52,0.999999994454258,0.75,0,"13",754,"fill",2,1
"6899",6899,6899,2,0,9,2,1,1,0,0,0.0316382047430369,0.999999994454258,0.180850198997051,0.180850198997051,0,0,1.86058039306111e-53,0.180850198997051,0,0,"13",755,"fill",2,1
"6900",6900,6900,1,0,9,3,1,1,0,0,0.0316382047430369,0.180850198997051,0.00572177565541917,0.00572177565541917,0,0,0.00572177565541917,3.36423437394973e-54,0,0,"13",756,"fill",2,0
"6901",6901,6901,2,1,9,4,1,1,0,1,0.00572177565541917,0.180850198997051,0.851856594658657,0.851856594658657,1,2,3.36486336201181e-54,0.851856594658657,0,0,"13",757,"fill",2,1
"6902",6902,6902,1,0,10,1,1,0,0,1,0.00572177565541917,3.36486336201181e-54,0.00103478427163769,0.00103478427163769,0,0,0.00103478427163769,1.10033323462584e-55,0,0,"13",758,"extinction",1,1
"6903",6903,6903,2,0,10,2,1,0,0,1,0.00103478427163769,3.36486336201181e-54,0.154058435515337,6.08536211992507e-55,0,0,6.08536211992507e-55,0.154058435515337,0,0.154058435515337,"13",759,"extinction",1,0
"6904",6904,6904,1,0,10,3,1,0,0,1,0.00103478427163769,6.08536211992507e-55,0.00018714094248253,0.00018714094248253,0,0,0.00018714094248253,1.9899548554873e-56,0,0,"13",760,"extinction",1,1
"6905",6905,6905,1,0,10,4,1,0,0,1,0.00018714094248253,6.08536211992507e-55,3.38444768761541e-05,3.38444768761541e-05,0,0,3.38444768761541e-05,3.5988373360585e-57,0,0,"13",761,"extinction",1,1
"6906",6906,6906,2,0,10,5,1,0,0,1,3.38444768761541e-05,6.08536211992507e-55,0.0278614988746358,1.10053895646087e-55,0,0,1.10053895646087e-55,0.0278614988746358,0,0.0278614988746358,"13",762,"extinction",1,0
"6907",6907,6907,1,0,10,6,1,0,0,1,3.38444768761541e-05,1.10053895646087e-55,6.12078041194784e-06,6.12078041194784e-06,0,0,6.12078041194784e-06,6.50850451993647e-58,0,0,"13",763,"extinction",1,1
"6908",6908,6908,1,0,10,7,1,0,0,1,6.12078041194784e-06,1.10053895646087e-55,1.10694436165685e-06,1.10694436165685e-06,0,0,1.10694436165685e-06,1.17706434413141e-58,0,0,"13",764,"extinction",1,1
"6909",6909,6909,2,0,10,8,1,0,0,1,1.10694436165685e-06,1.10053895646087e-55,0.00503875764377766,1.9903269038374e-56,0,0,1.9903269038374e-56,0.00503875764377766,0,0.00503875764377766,"13",765,"extinction",1,0
"6910",6910,6910,1,1,11,1,1,0,0,1,1.10694436165685e-06,1.9903269038374e-56,0.819150000191109,0.819150000191109,1,1,0.819150000191109,2.12872322049035e-59,0,0,"13",766,"reinstatement",1,1
"6911",6911,6911,1,1,11,2,1,0,0,1,0.819150000191109,3.59951018624375e-57,0.967293241364562,0.967293241364562,1,1,0.967293241364562,3.84980020170324e-60,0,0,"13",767,"reinstatement",1,1
"6912",6912,6912,1,1,11,3,1,0,0,1,0.967293241364562,6.50972137084219e-58,0.994084976159429,0.994084976159429,1,1,0.994084976159429,6.96237136438071e-61,0,0,"13",768,"reinstatement",1,1
"6913",6913,6913,1,1,11,4,1,0,0,1,0.994084976159429,1.17728441186108e-58,0.998930266755428,0.998930266755428,1,1,0.998930266755428,1.25914625372252e-61,0,0,"13",769,"reinstatement",1,1
"6914",6914,6914,1,1,11,5,1,0,0,1,0.998930266755428,2.12912121341959e-59,0.999806538528773,0.999806538528773,1,1,0.999806538528773,2.27716851814969e-62,0,0,"13",770,"reinstatement",1,1
"6915",6915,6915,1,1,11,6,1,0,0,1,0.999806538528773,3.85051997271176e-60,0.999965012454236,0.999965012454236,1,1,0.999965012454236,4.11826381941075e-63,0,0,"13",771,"reinstatement",1,1
"6916",6916,6916,1,1,11,7,1,0,0,1,0.999965012454236,6.96367307168917e-61,0.999993672495351,0.999993672495351,1,1,0.999993672495351,7.44788835393198e-64,0,0,"13",772,"reinstatement",1,1
"6917",6917,6917,1,1,11,8,1,0,0,1,0.999993672495351,1.2593816677496e-61,0.999998855669519,0.999998855669519,1,1,0.999998855669519,1.34695209838627e-64,0,0,"13",773,"reinstatement",1,1
"6918",6918,6918,1,1,12,1,1,0,0,0,0.999998855669519,2.27759426488849e-62,0.999999793047604,0.999999793047604,1,1,0.999999793047604,2.43596556383576e-65,1,0,"13",774,"post",3,0
"6919",6919,6919,1,1,12,2,1,1,0,0,0.999999793047604,0.00503875764377766,0.999999962572618,0.999999962572618,1,1,0.999999962572618,4.40544859412811e-66,0,0,"13",775,"post",3,0
"6920",6920,6920,2,1,12,3,1,1,0,0,0.999999962572618,0.00503875764377766,0.820061060327629,0.820061060327629,1,2,1.34720392887603e-64,0.820061060327629,0,0,"13",776,"post",3,0
"6921",6921,6921,1,0,12,4,1,1,0,0,0.999999962572618,0.820061060327629,0.18085019323125,0.18085019323125,0,0,0.18085019323125,1.44088103346491e-67,0,0,"13",777,"post",3,0
"6922",6922,6922,1,1,13,1,1,1,0,0,0.18085019323125,0.820061060327629,0.85185659361591,0.85185659361591,1,1,0.85185659361591,2.60583623078335e-68,0,0,"13",778,"fill",1,1
"6923",6923,6923,2,1,13,2,1,1,0,0,0.85185659361591,0.820061060327629,0.967458006772464,0.967458006772464,1,2,4.40627225094443e-66,0.967458006772464,0,0,"13",779,"fill",1,0
"6924",6924,6924,1,1,13,3,1,1,0,0,0.85185659361591,0.967458006772464,0.973208235326756,0.973208235326756,1,1,0.973208235326756,8.5228550986974e-70,0,0,"13",780,"fill",1,1
"6925",6925,6925,1,1,13,4,1,1,0,0,0.973208235326756,0.967458006772464,0.995154704000491,0.995154704000491,1,1,0.995154704000491,1.54136004917044e-70,0,0,"13",781,"fill",1,1
"6926",6926,6926,1,1,13,5,1,1,0,0,0.995154704000491,0.967458006772464,0.99912372724943,0.99912372724943,1,1,0.99912372724943,2.78755273164485e-71,0,0,"13",782,"fill",1,1
"6927",6927,6927,1,1,13,6,1,1,1,0,0.99912372724943,0.967458006772464,0.999841525897805,0.999841525897805,1,1,0.999841525897805,5.04129469028517e-72,0,0,"13",783,"fill",1,1
"6928",6928,6928,2,0,14,1,0,1,1,0,5.04129469028517e-72,0.967458006772464,0.174964974016401,0.174964974016401,0,0,8.524448559056e-70,0.174964974016401,0,0,"13",784,"extinction",2,1
"6929",6929,6929,2,0,14,2,0,1,1,0,5.04129469028517e-72,0.174964974016401,0.031642450543861,0.031642450543861,0,0,1.54164822679499e-70,0.031642450543861,0,0,"13",785,"extinction",2,1
"6930",6930,6930,1,0,14,3,0,1,1,0,5.04129469028517e-72,0.031642450543861,0.180821539926923,9.1171915299701e-73,0,0,0.180821539926923,9.1171915299701e-73,0,0.180821539926923,"13",786,"extinction",2,0
"6931",6931,6931,2,0,14,4,0,1,1,0,9.1171915299701e-73,0.031642450543861,0.00572254350934737,0.00572254350934737,0,0,2.78807390145519e-71,0.00572254350934737,0,0,"13",787,"extinction",2,1
"6932",6932,6932,1,0,14,5,0,1,1,0,9.1171915299701e-73,0.00572254350934737,0.032701611660092,1.6488459116334e-73,0,0,0.032701611660092,1.6488459116334e-73,0,0.032701611660092,"13",788,"extinction",2,0
"6933",6933,6933,1,0,14,6,0,1,1,0,1.6488459116334e-73,0.00572254350934737,0.00591409300904997,2.98194112888082e-74,0,0,0.00591409300904997,2.98194112888082e-74,0,0.00591409300904997,"13",789,"extinction",2,0
"6934",6934,6934,2,0,14,7,0,1,1,0,2.98194112888082e-74,0.00572254350934737,0.00103492313817417,0.00103492313817417,0,0,5.04223722692951e-72,0.00103492313817417,0,0,"13",790,"extinction",2,1
"6935",6935,6935,2,0,14,8,0,1,1,0,2.98194112888082e-74,0.00103492313817417,0.000187166056523427,0.000187166056523427,0,0,9.11889610937647e-73,0.000187166056523427,0,0,"13",791,"extinction",2,1
"6936",6936,6936,2,1,15,1,0,1,1,0,2.98194112888082e-74,0.000187166056523427,0.819183649018756,0.819183649018756,1,2,1.64915418515996e-73,0.819183649018756,0,0,"13",792,"reinstatement",2,1
"6937",6937,6937,1,1,15,2,0,1,1,0,5.39284649546323e-75,0.819183649018756,0.820219364903505,9.75297367273823e-76,0,1,0.820219364903505,9.75297367273823e-76,0,0.820219364903505,"13",793,"reinstatement",2,0
"6938",6938,6938,2,1,15,3,0,1,1,0,9.75297367273823e-76,0.819183649018756,0.967299326761772,0.967299326761772,1,2,5.393854759362e-75,0.967299326761772,0,0,"13",794,"reinstatement",2,1
"6939",6939,6939,1,1,15,4,0,1,1,0,1.76382723930944e-76,0.967299326761772,0.967486636186672,3.18988508994561e-77,0,1,0.967486636186672,3.18988508994561e-77,0,0.967486636186672,"13",795,"reinstatement",2,0
"6940",6940,6940,2,1,15,5,0,1,1,0,3.18988508994561e-77,0.967299326761772,0.994086076704732,0.994086076704732,1,2,1.76415701011426e-76,0.994086076704732,0,0,"13",796,"reinstatement",2,1
"6941",6941,6941,2,1,15,6,0,1,1,0,5.76891356493681e-78,0.994086076704732,0.998930465789266,0.998930465789266,1,2,3.19048148110566e-77,0.998930465789266,0,0,"13",797,"reinstatement",2,1
"6942",6942,6942,2,0,15,7,0,1,1,0,1.04330917200153e-78,0.998930465789266,0.180656774524082,0.180656774524082,0,0,5.76999213954255e-78,0.180656774524082,0,0,"13",798,"reinstatement",2,1
"6943",6943,6943,1,1,15,8,0,1,1,0,1.04330917200153e-78,0.180656774524082,0.994119951651687,1.88682672418312e-79,0,1,0.994119951651687,1.88682672418312e-79,0,0.994119951651687,"13",799,"reinstatement",2,0
"6944",6944,6944,1,1,15,9,0,1,1,0,1.88682672418312e-79,0.180656774524082,0.998936592080198,3.41232990433862e-80,0,1,0.998936592080198,3.41232990433862e-80,0,0.998936592080198,"13",800,"reinstatement",2,0
"6945",6945,6945,1,0,15,10,0,1,1,0,3.41232990433862e-80,0.180656774524082,0.180657882465022,6.1712054566562e-81,0,0,0.180657882465022,6.1712054566562e-81,0,0.180657882465022,"13",801,"reinstatement",2,0
"6946",6946,6946,1,1,15,11,0,1,1,0,6.1712054566562e-81,0.180656774524082,0.851821814175376,1.11606374107736e-81,0,1,0.851821814175376,1.11606374107736e-81,0,0.851821814175376,"13",802,"reinstatement",2,0
"6947",6947,6947,2,1,15,12,0,1,1,0,1.11606374107736e-81,0.180656774524082,0.851821613804035,0.851821613804035,1,2,6.17235924504589e-81,0.851821613804035,0,0,"13",803,"reinstatement",2,1
"6948",6948,6948,2,1,15,13,0,1,1,0,2.0184035078659e-82,0.851821613804035,0.973201909220783,0.973201909220783,1,2,1.1162724039384e-81,0.973201909220783,0,0,"13",804,"reinstatement",2,1
"6949",6949,6949,2,1,15,14,0,1,1,0,3.65028678078249e-83,0.973201909220783,0.99515355992296,0.99515355992296,1,2,2.0187808750674e-82,0.99515355992296,0,0,"13",805,"reinstatement",2,1
"6950",6950,6950,2,1,15,15,0,1,1,0,6.60155094361869e-84,0.99515355992296,0.999123520342779,0.999123520342779,1,2,3.65096925012114e-83,0.999123520342779,0,0,"13",806,"reinstatement",2,1
"6951",6951,6951,2,0,15,16,0,1,1,0,1.19389180846363e-84,0.999123520342779,0.180691688478696,0.180691688478696,0,0,6.60278519078258e-84,0.180691688478696,0,0,"13",807,"reinstatement",2,1
"6952",6952,6952,1,1,15,17,0,1,1,0,1.19389180846363e-84,0.180691688478696,0.97320194545798,2.15915572339009e-85,0,1,0.97320194545798,2.15915572339009e-85,0,0.97320194545798,"13",808,"reinstatement",2,0
"6953",6953,6953,2,1,15,18,0,1,1,0,2.15915572339009e-85,0.180691688478696,0.85182792799971,0.85182792799971,1,2,2.1595594060778e-85,0.85182792799971,0,0,"13",809,"reinstatement",2,1
"6954",6954,6954,2,1,16,1,0,1,1,0,3.90483744406242e-86,0.85182792799971,0.973203051144333,0.154053251144333,0,1,0.8191498,0.154053251144333,0.75,0.8191498,"13",810,"switch",1,0
"6955",6955,6955,1,1,16,2,0,1,1,0,3.90483744406242e-86,0.154053251144333,0.850980116368022,0.8191498,1,2,0.0318303163680219,0.8191498,0,0.0318303163680219,"13",811,"switch",1,1
"6956",6956,6956,2,1,16,3,0,1,1,0,0.8191498,0.0278605612801029,0.972331793239579,0.00503858807961886,0,1,0.96729320515996,0.00503858807961886,0,0.96729320515996,"13",812,"switch",1,0
"6957",6957,6957,1,0,16,4,0,1,1,0,0.8191498,0.00503858807961886,0.149184472787102,0.14814340515996,0,0,0.00104106762714246,0.14814340515996,0,0.00104106762714246,"13",813,"switch",1,1
"6958",6958,6958,2,1,16,5,0,1,1,0,0.14814340515996,0.00503858807961886,0.994996199273737,0.000911229661916686,0,1,0.99408496961182,0.000911229661916686,0,0.99408496961182,"13",814,"switch",1,0
"6959",6959,6959,2,1,16,6,0,1,1,0,0.14814340515996,0.000911229661916686,0.999095061637895,0.000164796066603565,0,1,0.998930265571291,0.000164796066603565,0,0.998930265571291,"13",815,"switch",1,0
"6960",6960,6960,1,1,16,7,0,1,1,0,0.14814340515996,0.000164796066603565,0.845947722398511,0.84594156445186,1,2,6.1579466506983e-06,0.84594156445186,0,6.1579466507089e-06,"13",816,"switch",1,1
"6961",6961,6961,1,1,16,8,0,1,1,0,0.84594156445186,2.98034016044681e-05,0.972139614785315,0.972138501119432,1,2,1.11366588336812e-06,0.972138501119432,0,1.113665883401e-06,"13",817,"switch",1,1
"6962",6962,6962,1,1,16,9,0,1,1,0,0.972138501119432,5.38995114084837e-06,0.994961443761847,0.994961242355149,1,2,2.014066977403e-07,0.994961242355149,0,2.01406697764028e-07,"13",818,"switch",1,1
"6963",6963,6963,1,1,16,10,0,1,1,0,0.994961242355149,9.74773741812655e-07,0.999088776096619,0.999088739672177,1,2,3.64244415676729e-08,0.999088739672177,0,3.64244415740345e-08,"13",819,"switch",1,1
"6964",6964,6964,1,1,16,11,0,1,1,0,0.999088739672177,1.76288026161567e-07,0.999835204974829,0.999835198387461,1,2,6.58736754240195e-09,0.999835198387461,0,6.58736754033384e-09,"13",820,"switch",1,1
"6965",6965,6965,1,1,17,1,0,1,0,0,0.999835198387461,3.18817247889246e-08,0.999970196786739,0.999970195595412,1,2,1.1913267375169e-09,0.999970195595412,0.75,1.19132670395317e-09,"13",821,"post",3,0
"6966",6966,6966,1,1,17,2,1,1,0,0,0.999970196786739,0.998930271337108,0.999994610082921,0.999994610082921,1,2,2.15451678745279e-10,0.999994609867469,0,0,"13",822,"post",3,0
"6967",6967,6967,1,1,17,3,1,1,0,0,0.999994610082921,0.99893026661404,0.999999025232418,0.999999025232418,1,2,3.89644791914195e-11,0.999999025193454,0,0,"13",823,"post",3,0
"6968",6968,6968,2,0,17,4,1,1,0,0,0.999999025232418,0.998930265759873,0.180656738348726,0.180656738348726,0,0,0.180656738314621,3.41049786533208e-11,0,0,"13",824,"post",3,0
"6969",6969,6969,1,1,18,1,1,1,0,0,0.999999025232418,0.180656738348726,0.999999823713088,0.999999823713088,1,2,7.04673385466405e-12,0.999999823706041,0,0,"13",825,"learning",1,1
"6970",6970,6970,2,0,18,2,1,1,0,0,0.999999823713088,0.180656738320789,0.0326718072566623,0.0326718072566623,0,0,0.0326718072555469,1.11546453983811e-12,0,0,"13",826,"learning",1,0
"6971",6971,6971,2,0,18,3,1,1,0,0,0.999999823713088,0.0326718072566623,0.00590870287672883,0.00590870287672883,0,0,0.0059087028765271,2.0173198512263e-13,0,0,"13",827,"learning",1,0
"6972",6972,6972,1,1,18,4,1,1,0,0,0.999999823713088,0.00590870287672883,0.999999968118477,0.999999968118477,1,2,1.27440322696276e-12,0.999999968117202,0,0,"13",828,"learning",1,1
"6973",6973,6973,1,1,18,5,1,1,0,0,0.999999968118477,0.00590870287656359,0.99999999423422,0.99999999423422,1,2,2.30476078476861e-13,0.99999999423399,0,0,"13",829,"learning",1,1
"6974",6974,6974,2,0,18,6,1,1,0,0,0.99999999423422,0.0059087028765337,0.00106859009696169,0.00106859009696169,0,0,0.0010685900969605,1.19325082226827e-15,0,0,"13",830,"learning",1,0
"6975",6975,6975,1,1,18,7,1,1,0,0,0.99999999423422,0.00106859009696169,0.999999998957258,0.999999998957258,1,2,4.1681644887756e-14,0.999999998957216,0,0,"13",831,"learning",1,1
"6976",6976,6976,1,1,18,8,1,1,0,0,0.999999998957258,0.00106859009696072,0.99999999981142,0.99999999981142,1,2,7.53813381427965e-15,0.999999999811412,0,0,"13",832,"learning",1,1
"6977",6977,6977,1,0,18,9,1,1,0,0,0.99999999981142,0.00106859009696054,0.180850199965895,0.180850199965895,0,0,1.36327300793924e-15,0.180850199965894,0,0,"13",833,"learning",1,1
"6978",6978,6978,1,1,18,10,1,1,0,0,0.180850199965895,0.00106859009696054,0.851856594833872,0.851856594833872,1,2,2.46548196140413e-16,0.851856594833872,0,0,"13",834,"learning",1,1
"6979",6979,6979,1,1,19,1,1,1,0,0,0.851856594833872,0.00106859009696051,0.973208235547025,0.973208235547025,1,2,4.45882905816328e-17,0.973208235547025,0.75,0,"13",835,"fill",1,1
"6980",6980,6980,2,0,19,2,1,1,0,0,0.973208235547025,0.0010685900969605,0.000193254732753326,0.000193254732753326,0,0,0.000193254732753326,2.30848315155673e-19,0,0,"13",836,"fill",1,0
"6981",6981,6981,1,1,19,3,1,1,0,0,0.973208235547025,0.000193254732753326,0.995154704040327,0.995154704040327,1,2,8.06380126934641e-18,0.995154704040327,0,0,"13",837,"fill",1,1
"6982",6982,6982,1,0,19,4,1,1,0,0,0.995154704040327,0.000193254732753326,0.179973927256634,0.179973927256634,0,0,1.45834007232155e-18,0.179973927256634,0,0,"13",838,"fill",1,1
"6983",6983,6983,2,0,19,5,1,1,0,0,0.179973927256634,0.000193254732753326,3.49501570693856e-05,3.49501570693856e-05,0,0,3.49501570693856e-05,7.55030848296548e-21,0,0,"13",839,"fill",1,0
"6984",6984,6984,1,1,19,6,1,1,0,0,0.179973927256634,3.49501570693856e-05,0.851698120739148,0.851698120739148,1,2,2.63741093747367e-19,0.851698120739148,0,0,"13",840,"fill",1,1
"6985",6985,6985,1,1,19,7,1,1,0,1,0.851698120739148,3.49501570693856e-05,0.973179575475299,0.973179575475299,1,2,4.76976295524301e-20,0.973179575475299,0,0,"13",841,"fill",1,1
"6986",6986,6986,2,0,20,1,1,0,0,1,4.76976295524301e-20,3.49501570693856e-05,6.32074289602979e-06,6.32074289602979e-06,0,0,6.32074289602979e-06,4.46603041168756e-23,0,0,"13",842,"extinction",2,1
"6987",6987,6987,2,0,20,2,1,0,0,1,4.76976295524301e-20,6.32074289602979e-06,1.14310761689557e-06,1.14310761689557e-06,0,0,1.14310761689557e-06,8.07682493159777e-24,0,0,"13",843,"extinction",2,1
"6988",6988,6988,1,0,20,3,1,0,0,1,4.76976295524301e-20,1.14310761689557e-06,0.175999720860623,8.62612584408289e-21,0,0,8.62612584408289e-21,0.175999720860623,0,0.175999720860623,"13",844,"extinction",2,0
"6989",6989,6989,1,0,20,4,1,0,0,1,8.62612584408289e-21,1.14310761689557e-06,0.0318295847175878,1.56003658412756e-21,0,0,1.56003658412756e-21,0.0318295847175878,0,0.0318295847175878,"13",845,"extinction",2,0
"6990",6990,6990,1,0,20,5,1,0,0,1,1.56003658412756e-21,1.14310761689557e-06,0.0057563867620927,2.82132928246786e-22,0,0,2.82132928246786e-22,0.0057563867620927,0,0.0057563867620927,"13",846,"extinction",2,0
"6991",6991,6991,2,0,20,6,1,0,0,1,2.82132928246786e-22,1.14310761689557e-06,2.06731241137087e-07,2.06731241137087e-07,0,0,2.06731241137087e-07,1.46069540424444e-24,0,0,"13",847,"extinction",2,1
"6992",6992,6992,1,0,20,7,1,0,0,1,2.82132928246786e-22,2.06731241137087e-07,0.00104104369720182,5.10237965000169e-23,0,0,5.10237965000169e-23,0.00104104369720182,0,0.00104104369720182,"13",848,"extinction",2,0
"6993",6993,6993,2,0,20,8,1,0,0,1,5.10237965000169e-23,2.06731241137087e-07,3.73873863058903e-08,3.73873863058903e-08,0,0,3.73873863058903e-08,2.64167055996688e-25,0,0,"13",849,"extinction",2,1
"6994",6994,6994,2,1,21,1,1,0,0,1,5.10237965000169e-23,3.73873863058903e-08,0.819149806761516,0.819149806761516,1,1,0.819149806761516,4.77746649104123e-26,0,0,"13",850,"reinstatement",2,1
"6995",6995,6995,2,1,21,2,1,0,0,1,9.22766380178735e-24,0.819149806761516,0.967293206382782,0.967293206382782,1,1,0.967293206382782,8.64005770398104e-27,0,0,"13",851,"reinstatement",2,1
"6996",6996,6996,2,1,21,3,1,0,0,1,1.668824844086e-24,0.967293206382782,0.994084969832967,0.994084969832967,1,1,0.994084969832967,1.56255616377651e-27,0,0,"13",852,"reinstatement",2,1
"6997",6997,6997,2,1,21,4,1,0,0,1,3.01807306817922e-25,0.994084969832967,0.998930265611286,0.998930265611286,1,1,0.998930265611286,2.82588594730215e-28,0,0,"13",853,"reinstatement",2,1
"6998",6998,6998,2,1,21,5,1,0,0,1,5.45819117994826e-26,0.998930265611286,0.999806538321854,0.999806538321854,1,1,0.999806538321854,5.11062038746783e-29,0,0,"13",854,"reinstatement",2,1
"6999",6999,6999,2,1,21,6,1,0,0,1,9.87114966531879e-27,0.999806538321854,0.999965012416815,0.999965012416815,1,1,0.999965012416815,9.24256719197634e-30,0,0,"13",855,"reinstatement",2,1
"7000",7000,7000,2,0,21,7,1,0,0,1,1.78519939120284e-27,0.999965012416815,0.180843872488583,0.180843872488583,0,0,0.180843872488583,1.67152012518236e-30,0,0,"13",856,"reinstatement",2,1
"7001",7001,7001,2,1,21,8,1,0,0,1,1.78519939120284e-27,0.180843872488583,0.851855450508335,0.851855450508335,1,1,0.851855450508335,3.02294748943255e-31,0,0,"13",857,"reinstatement",2,1
"7002",7002,7002,2,1,22,1,1,0,0,0,3.22853666938911e-28,0.851855450508335,0.973208028595522,0.973208028595522,1,1,0.973208028595522,5.46700658053374e-32,1,0,"13",858,"post",3,0
"7003",7003,7003,1,1,22,2,1,1,0,0,0.00104104369720182,0.973208028595522,0.819338072960848,0.819338072960848,1,2,1.05595086479256e-29,0.819338072960848,0,0,"13",859,"post",3,0
"7004",7004,7004,1,1,22,3,1,1,0,0,0.819338072960848,0.973208028595522,0.967327254362584,0.967327254362584,1,2,1.90968925087907e-30,0.967327254362584,0,0,"13",860,"post",3,0
"7005",7005,7005,1,0,22,4,1,1,0,0,0.967327254362584,0.973208028595522,0.174941327416924,0.174941327416924,0,0,3.45367682959329e-31,0.174941327416924,0,0,"13",861,"post",3,0
"7006",7006,7006,2,0,1,1,1,1,0,0,0.174941327416924,0.973208028595522,0.176004866613106,0.176004866613106,0,0,0.176004866613106,3.23375100562382e-34,0,0,"13",862,"learning",1,0
"7007",7007,7007,1,0,1,2,1,1,0,0,0.174941327416924,0.176004866613106,0.0316381740516162,0.0316381740516162,0,0,6.24598145367313e-32,0.0316381740516162,0,0,"13",863,"learning",1,1
"7008",7008,7008,1,1,1,3,1,1,0,0,0.0316381740516162,0.176004866613106,0.82487157010487,0.82487157010487,1,1,0.8191498,0.0057217701048696,0,0,"13",864,"learning",1,1
"7009",7009,7009,1,1,1,4,1,1,0,0,0.82487157010487,0.0318305153279535,0.96832798842778,0.96832798842778,1,1,0.96729320515996,0.00103478326781969,0,0,"13",865,"learning",1,1
"7010",7010,7010,1,0,1,5,1,1,0,0,0.96832798842778,0.00575655506316345,0.175122310372762,0.175122310372762,0,0,0.17493516961182,0.000187140760941844,0,0,"13",866,"learning",1,1
"7011",7011,7011,1,1,1,6,1,1,0,0,0.175122310372762,0.00575655506316345,0.850820704855376,0.850820704855376,1,1,0.850786860411332,3.38444440444847e-05,0,0,"13",867,"learning",1,1
"7012",7012,7012,1,0,1,7,1,1,0,0,0.850820704855376,0.00104107413448412,0.153871094637236,0.153871094637236,0,0,0.153864973862761,6.12077447433386e-06,0,0,"13",868,"learning",1,1
"7013",7013,7013,1,0,1,8,1,1,0,0,0.153871094637236,0.00104107413448412,0.027827618239363,0.027827618239363,0,0,0.0278265112960752,1.10694328783817e-06,0,0,"13",869,"learning",1,1
"7014",7014,7014,1,0,2,1,1,1,0,0,0.027827618239363,0.00104107413448412,0.00503263032411244,0.00503263032411244,0,0,0.00503243013319745,2.00190914994191e-07,0.875,0,"13",870,"learning",2,0
"7015",7015,7015,2,0,2,2,1,1,0,0,0.00503263032411244,0.00104107413448412,0.000188278465436281,0.000188278465436281,0,0,0.000188278465436281,5.84824516117269e-35,0,0,"13",871,"learning",2,1
